team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
COL,2022,COL,COL,Team Level,all,78,0.51,0.52,0.52,285041.0,2489.71,249.44,176.68,565.55,82.19,1416.32,996.83,240.09,252.82,243.35,2594.0,893.0,1268.0,4755.0,260.0,199.0,31.0,571.0,90.0,1111.0,1256.0,2334.0,3227.0,276.0,605.0,2136.0,1567.0,570.0,504.0,2557.0,684.0,246.0,78.32,83.36,87.76,86.0,89.0,85.0,4838.49,3487.0,3536.25,235.0,39.13,47.07,47.07,241.51,244.47,238.49,2362.87,238.55,168.17,540.39,78.88,1307.67,940.34,225.44,237.25,224.24,2436.0,838.0,1060.0,4334.0,212.0,237.0,31.0,583.0,75.0,992.0,1175.0,2224.0,3062.0,281.0,617.0,2454.0,1808.0,571.0,491.0,2375.0,642.0,257.0,69.19,80.12,89.24,72.0,75.0,65.0,4279.86,3274.0,3241.82,258.0,37.29,52.84,52.87,222.97,221.68,215.73
COL,2022,COL,COL,Team Level,5on5,78,0.52,0.52,0.51,229802.0,1929.34,168.61,130.34,456.76,62.95,1092.95,795.39,163.35,171.99,166.61,2017.0,690.0,1058.0,3765.0,165.0,142.0,20.0,474.0,69.0,834.0,1023.0,1852.0,2542.0,255.0,563.0,1677.0,1440.0,500.0,421.0,2036.0,520.0,151.0,62.58,63.69,42.35,72.0,62.0,31.0,3848.49,2707.0,2756.25,206.0,26.87,32.36,32.52,162.96,165.91,163.18,1853.71,154.73,123.73,443.96,61.68,1028.13,762.78,148.55,153.43,147.35,1916.0,659.0,879.0,3454.0,137.0,172.0,20.0,501.0,51.0,779.0,935.0,1779.0,2438.0,253.0,561.0,1880.0,1678.0,480.0,402.0,1958.0,472.0,145.0,56.75,58.56,39.41,60.0,55.0,22.0,3399.85,2575.0,2542.82,223.0,25.63,34.31,34.35,146.02,144.73,142.0
COL,2022,COL,COL,Team Level,4on5,78,0.09,0.12,0.14,22791.0,53.14,4.98,2.63,7.34,1.55,16.97,37.53,4.84,4.98,4.84,61.0,10.0,7.0,78.0,5.0,4.0,2.0,5.0,1.0,9.0,47.0,56.0,66.0,5.0,10.0,160.0,70.0,45.0,20.0,51.0,14.0,6.0,1.51,1.76,1.71,1.0,2.0,2.0,78.0,71.0,71.0,19.0,0.6,1.14,1.14,4.44,4.44,4.42,331.81,50.21,32.26,66.75,10.99,196.01,98.78,46.1,50.21,46.1,332.0,123.0,124.0,579.0,48.0,50.0,9.0,57.0,11.0,153.0,136.0,284.0,407.0,15.0,30.0,224.0,27.0,15.0,42.0,282.0,110.0,63.0,7.8,14.12,28.29,6.0,14.0,28.0,579.0,455.0,455.0,4.0,8.26,13.37,13.37,45.09,45.09,43.05
COL,2022,COL,COL,Team Level,5on4,78,0.92,0.89,0.88,23428.0,345.68,44.55,31.74,71.36,11.55,215.94,109.86,41.98,44.55,41.98,359.0,126.0,133.0,618.0,54.0,38.0,6.0,70.0,16.0,175.0,132.0,305.0,431.0,11.0,22.0,167.0,25.0,16.0,45.0,343.0,97.0,45.0,9.44,11.38,23.73,11.0,15.0,28.0,618.0,485.0,485.0,6.0,8.13,9.24,9.08,43.61,43.61,41.64,48.1,3.84,2.63,7.05,1.63,17.23,35.63,3.81,3.84,3.81,64.0,4.0,7.0,75.0,3.0,1.0,0.0,4.0,1.0,9.0,50.0,61.0,65.0,8.0,16.0,232.0,76.0,66.0,31.0,54.0,11.0,3.0,1.65,1.4,0.79,0.0,2.0,1.0,75.0,68.0,68.0,27.0,0.6,0.01,0.01,4.43,4.43,4.39
MIN,2022,MIN,MIN,Team Level,other,79,0.56,0.53,0.54,11755.0,187.03,42.55,13.33,32.15,6.12,94.61,64.25,37.4,42.55,37.4,179.0,74.0,74.0,327.0,33.0,15.0,3.0,25.0,4.0,86.0,90.0,146.0,220.0,6.0,12.0,139.0,31.0,27.0,30.0,117.0,74.0,62.0,4.73,9.22,28.59,3.0,6.0,24.0,327.0,253.0,253.0,12.0,3.97,5.17,5.17,41.35,41.35,37.44,161.9,34.05,11.44,29.14,5.43,79.34,55.61,30.92,34.05,30.92,162.0,53.0,75.0,290.0,34.0,23.0,6.0,20.0,1.0,56.0,81.0,128.0,181.0,14.0,28.0,148.0,33.0,27.0,26.0,100.0,65.0,50.0,3.98,8.04,22.03,1.0,8.0,25.0,290.0,215.0,215.0,13.0,3.31,7.27,7.27,30.08,30.08,28.88
MIN,2022,MIN,MIN,Team Level,all,79,0.51,0.5,0.51,290144.0,2528.73,249.06,175.27,573.12,82.68,1383.84,1027.03,237.1,250.52,238.53,2455.0,1036.0,1146.0,4637.0,231.0,235.0,33.0,518.0,73.0,1121.0,1313.0,2224.0,3260.0,322.0,747.0,2110.0,1721.0,516.0,506.0,2499.0,744.0,248.0,71.2,91.22,86.64,58.0,96.0,77.0,4675.36,3491.0,3518.42,249.0,39.33,47.63,47.63,240.76,242.12,234.5,2442.37,238.9,167.16,564.78,81.43,1352.38,974.36,226.12,237.77,225.11,2459.0,920.0,1253.0,4632.0,210.0,217.0,25.0,468.0,97.0,1089.0,1298.0,2249.0,3169.0,323.0,755.0,2308.0,1591.0,464.0,562.0,2454.0,687.0,238.0,71.81,82.09,85.01,69.0,78.0,63.0,4602.52,3379.0,3363.91,314.0,36.97,45.76,45.85,230.02,229.29,221.96
MIN,2022,MIN,MIN,Team Level,5on5,79,0.5,0.5,0.5,232545.0,1902.5,156.82,124.06,452.54,62.08,1046.65,794.85,152.29,158.28,153.71,1817.0,820.0,921.0,3558.0,139.0,166.0,19.0,407.0,62.0,847.0,1016.0,1678.0,2498.0,298.0,699.0,1569.0,1612.0,428.0,417.0,1962.0,546.0,129.0,55.52,66.73,34.58,48.0,66.0,25.0,3596.36,2637.0,2664.42,213.0,25.62,29.95,30.15,152.3,153.66,151.3,1891.11,157.81,123.45,456.18,63.33,1045.11,776.12,151.78,156.68,150.76,1896.0,726.0,977.0,3599.0,133.0,157.0,16.0,372.0,83.0,843.0,1034.0,1763.0,2489.0,272.0,650.0,1749.0,1472.0,374.0,462.0,1967.0,519.0,136.0,57.72,61.68,38.4,60.0,55.0,18.0,3569.52,2622.0,2606.91,274.0,25.46,31.54,32.2,151.06,150.34,147.43
MIN,2022,MIN,MIN,Team Level,4on5,79,0.15,0.14,0.17,23550.0,74.62,7.44,3.56,10.36,2.24,22.3,52.1,7.32,7.44,7.32,78.0,20.0,9.0,107.0,11.0,3.0,0.0,6.0,1.0,14.0,63.0,67.0,87.0,4.0,8.0,187.0,51.0,47.0,19.0,66.0,21.0,11.0,1.87,2.72,2.84,1.0,4.0,6.0,107.0,98.0,98.0,18.0,0.83,0.85,0.85,7.42,7.42,7.4,345.35,42.69,30.03,73.43,11.36,214.01,111.47,39.11,42.69,39.11,354.0,129.0,189.0,672.0,42.0,37.0,3.0,69.0,12.0,178.0,145.0,312.0,441.0,21.0,42.0,237.0,18.0,13.0,49.0,345.0,92.0,46.0,8.85,11.08,22.75,7.0,15.0,20.0,672.0,483.0,483.0,4.0,7.7,6.94,6.38,44.0,44.0,40.81
MIN,2022,MIN,MIN,Team Level,5on4,79,0.91,0.9,0.9,22294.0,364.59,42.25,34.32,78.09,12.24,220.28,115.83,40.11,42.25,40.11,381.0,122.0,142.0,645.0,48.0,51.0,11.0,80.0,6.0,174.0,144.0,333.0,455.0,14.0,28.0,215.0,27.0,14.0,40.0,354.0,103.0,46.0,9.07,12.55,20.63,6.0,20.0,22.0,645.0,503.0,503.0,6.0,8.91,11.67,11.46,39.7,39.7,38.36,44.0,4.36,2.24,6.03,1.32,13.9,31.16,4.32,4.36,4.32,47.0,12.0,12.0,71.0,1.0,0.0,0.0,7.0,1.0,12.0,38.0,46.0,58.0,16.0,35.0,174.0,68.0,50.0,25.0,42.0,11.0,6.0,1.25,1.28,1.82,1.0,0.0,0.0,71.0,59.0,59.0,23.0,0.52,0.0,0.0,4.87,4.87,4.84
PIT,2022,PIT,PIT,Team Level,other,80,0.55,0.52,0.52,9091.0,142.94,36.99,11.1,24.8,5.08,76.61,43.42,33.79,36.99,33.79,144.0,54.0,57.0,255.0,36.0,17.0,4.0,16.0,6.0,79.0,44.0,108.0,162.0,7.0,17.0,108.0,45.0,17.0,24.0,95.0,52.0,51.0,4.0,6.32,26.67,5.0,10.0,21.0,255.0,198.0,198.0,10.0,3.36,5.39,5.39,34.97,34.97,33.37,132.79,30.79,9.57,22.54,4.07,70.92,43.11,28.88,30.79,28.88,126.0,55.0,51.0,232.0,32.0,9.0,2.0,18.0,0.0,64.0,58.0,94.0,149.0,11.0,25.0,107.0,30.0,24.0,19.0,78.0,62.0,41.0,2.93,7.74,20.12,2.0,10.0,20.0,232.0,181.0,181.0,5.0,2.84,2.52,2.52,31.12,31.12,29.4
PIT,2022,PIT,PIT,Team Level,all,80,0.53,0.52,0.52,290713.0,2739.06,291.72,199.44,632.79,93.35,1496.61,1073.16,275.62,292.72,276.56,2742.0,1046.0,1279.0,5067.0,257.0,309.0,39.0,520.0,80.0,1264.0,1358.0,2485.0,3531.0,285.0,595.0,2407.0,2274.0,667.0,786.0,2620.0,836.0,332.0,76.07,104.0,111.65,76.0,99.0,82.0,5087.72,3788.0,3803.21,381.0,44.35,65.5,65.5,270.51,271.21,263.3,2566.92,259.45,182.29,589.2,84.91,1406.06,1027.1,248.83,260.2,249.58,2626.0,923.0,1205.0,4754.0,255.0,232.0,34.0,472.0,60.0,1215.0,1315.0,2371.0,3294.0,306.0,644.0,2224.0,2072.0,654.0,673.0,2542.0,748.0,259.0,74.72,92.06,92.65,70.0,100.0,85.0,4757.97,3549.0,3550.99,319.0,40.52,51.29,51.44,248.53,249.12,243.05
PIT,2022,PIT,PIT,Team Level,5on5,80,0.53,0.52,0.52,231870.0,2157.16,198.37,148.25,521.52,73.2,1172.74,869.97,190.0,199.37,190.95,2149.0,836.0,1026.0,4011.0,167.0,236.0,22.0,431.0,62.0,989.0,1100.0,1982.0,2818.0,249.0,520.0,1855.0,2074.0,552.0,651.0,2133.0,644.0,208.0,61.75,80.4,56.22,64.0,69.0,34.0,4031.72,2985.0,3000.21,339.0,30.84,47.06,47.26,181.9,182.6,178.89,1973.92,174.04,133.08,475.02,65.91,1079.49,805.46,168.22,174.8,168.97,2008.0,725.0,961.0,3694.0,169.0,174.0,26.0,366.0,46.0,938.0,1040.0,1839.0,2564.0,259.0,547.0,1687.0,1937.0,538.0,557.0,2011.0,567.0,155.0,59.95,69.43,44.67,60.0,74.0,35.0,3697.97,2733.0,2734.99,286.0,27.57,36.69,36.84,164.79,165.37,162.84
PIT,2022,PIT,PIT,Team Level,4on5,80,0.14,0.12,0.13,23857.0,59.6,6.88,3.32,7.94,1.87,18.91,40.08,6.73,6.88,6.73,69.0,10.0,12.0,91.0,5.0,2.0,1.0,5.0,2.0,12.0,53.0,64.0,74.0,10.0,20.0,191.0,107.0,61.0,25.0,52.0,14.0,13.0,1.16,2.0,3.73,0.0,4.0,1.0,91.0,79.0,79.0,23.0,0.76,0.74,0.74,6.9,6.9,6.87,370.62,43.61,34.59,79.44,12.16,228.54,119.64,41.26,43.61,41.26,396.0,122.0,179.0,697.0,49.0,39.0,6.0,79.0,11.0,195.0,145.0,347.0,469.0,25.0,50.0,244.0,30.0,21.0,69.0,379.0,93.0,46.0,9.23,11.31,23.08,8.0,14.0,27.0,697.0,518.0,518.0,5.0,8.94,9.62,9.62,42.94,42.94,41.24
PIT,2022,PIT,PIT,Team Level,5on4,80,0.82,0.84,0.82,25895.0,379.36,49.48,36.77,78.53,13.2,228.35,119.68,45.09,49.48,45.09,380.0,146.0,184.0,710.0,49.0,54.0,12.0,68.0,10.0,184.0,161.0,331.0,477.0,19.0,38.0,253.0,48.0,37.0,86.0,340.0,126.0,60.0,9.15,15.28,25.04,7.0,16.0,26.0,710.0,526.0,526.0,9.0,9.38,12.31,12.11,46.75,46.75,44.17,89.59,10.99,5.04,12.2,2.76,27.12,58.89,10.47,10.99,10.47,96.0,21.0,14.0,131.0,5.0,10.0,0.0,9.0,3.0,18.0,72.0,91.0,112.0,11.0,22.0,186.0,75.0,71.0,28.0,74.0,26.0,17.0,2.62,3.6,4.78,0.0,2.0,3.0,131.0,117.0,117.0,23.0,1.15,2.45,2.45,9.69,9.69,9.55
CHI,2022,CHI,CHI,Team Level,other,79,0.43,0.45,0.46,8299.0,111.46,24.6,8.09,19.33,3.61,59.09,36.28,21.25,24.6,21.25,113.0,38.0,45.0,196.0,23.0,13.0,4.0,23.0,8.0,46.0,38.0,90.0,128.0,5.0,12.0,119.0,26.0,15.0,22.0,85.0,36.0,30.0,2.95,4.75,16.9,2.0,10.0,11.0,196.0,151.0,151.0,7.0,2.29,5.43,5.43,21.46,21.46,19.58,128.93,32.57,9.52,21.91,4.46,70.4,41.13,29.19,32.57,29.19,125.0,55.0,64.0,244.0,30.0,12.0,0.0,15.0,7.0,62.0,54.0,95.0,150.0,7.0,14.0,99.0,16.0,18.0,16.0,91.0,41.0,48.0,3.46,4.79,24.32,4.0,3.0,23.0,244.0,180.0,180.0,7.0,2.78,4.4,3.56,31.78,31.78,29.73
CHI,2022,CHI,CHI,Team Level,all,79,0.43,0.44,0.44,287056.0,2133.47,204.69,145.48,497.56,69.83,1154.68,849.75,195.55,203.34,194.22,2103.0,819.0,951.0,3873.0,191.0,177.0,28.0,428.0,59.0,929.0,1138.0,1912.0,2731.0,261.0,598.0,2258.0,1897.0,667.0,758.0,2166.0,519.0,237.0,58.89,65.18,80.61,63.0,60.0,68.0,3806.29,2922.0,2886.49,420.0,32.15,39.8,39.85,197.0,195.73,190.45,2656.79,273.52,187.12,613.5,87.35,1445.39,1046.17,261.34,277.07,264.8,2660.0,994.0,1237.0,4891.0,288.0,246.0,41.0,449.0,77.0,1247.0,1347.0,2372.0,3366.0,265.0,601.0,2031.0,1494.0,565.0,591.0,2600.0,748.0,306.0,76.63,91.91,104.98,106.0,87.0,95.0,5003.34,3654.0,3722.64,272.0,41.08,56.87,57.01,257.6,260.96,254.05
CHI,2022,CHI,CHI,Team Level,5on5,79,0.42,0.43,0.44,236304.0,1673.85,140.84,108.38,407.69,55.3,899.91,681.86,136.81,139.49,135.48,1626.0,668.0,758.0,3052.0,129.0,140.0,19.0,350.0,45.0,717.0,913.0,1497.0,2165.0,231.0,531.0,1732.0,1775.0,563.0,637.0,1728.0,415.0,151.0,46.88,52.01,41.97,52.0,42.0,35.0,2985.29,2294.0,2258.49,378.0,22.46,29.76,29.81,133.48,132.21,130.37,2152.22,192.65,146.03,517.4,70.8,1172.94,861.25,186.06,196.19,189.52,2151.0,811.0,1018.0,3980.0,202.0,196.0,34.0,375.0,65.0,1021.0,1103.0,1949.0,2760.0,234.0,536.0,1598.0,1395.0,479.0,502.0,2165.0,598.0,199.0,63.72,73.71,55.22,90.0,66.0,46.0,4092.34,2962.0,3030.64,232.0,30.27,41.29,41.43,181.49,184.84,181.52
CHI,2022,CHI,CHI,Team Level,4on5,79,0.1,0.12,0.14,20382.0,51.35,4.45,2.48,7.25,1.46,16.42,35.94,4.37,4.45,4.37,62.0,6.0,10.0,78.0,7.0,0.0,0.0,3.0,0.0,9.0,49.0,55.0,61.0,7.0,17.0,180.0,74.0,69.0,33.0,53.0,7.0,8.0,1.26,1.01,2.18,3.0,3.0,1.0,78.0,68.0,68.0,30.0,0.58,0.0,0.0,5.03,5.03,4.95,303.83,39.79,27.74,63.68,9.84,179.29,94.66,37.66,39.79,37.66,316.0,99.0,140.0,555.0,50.0,33.0,6.0,53.0,4.0,151.0,124.0,266.0,365.0,14.0,31.0,187.0,19.0,11.0,46.0,283.0,85.0,47.0,7.52,10.16,22.12,12.0,14.0,24.0,555.0,415.0,415.0,6.0,7.15,10.07,10.91,36.04,36.04,34.54
CHI,2022,CHI,CHI,Team Level,5on4,79,0.8,0.83,0.81,22071.0,296.81,34.8,26.52,63.3,9.45,179.27,95.66,33.12,34.8,33.12,302.0,107.0,138.0,547.0,32.0,24.0,5.0,52.0,6.0,157.0,138.0,270.0,377.0,18.0,38.0,227.0,22.0,20.0,66.0,300.0,61.0,48.0,7.8,7.42,19.57,6.0,5.0,21.0,547.0,409.0,409.0,5.0,6.83,4.6,4.6,37.03,37.03,35.54,71.79,8.51,3.84,10.52,2.25,22.76,49.14,8.44,8.51,8.44,68.0,29.0,15.0,112.0,6.0,5.0,1.0,6.0,1.0,13.0,66.0,62.0,91.0,10.0,20.0,147.0,64.0,57.0,27.0,61.0,24.0,12.0,1.92,3.25,3.33,0.0,4.0,2.0,112.0,97.0,97.0,27.0,0.88,1.11,1.11,8.27,8.27,8.25
ANA,2022,ANA,ANA,Team Level,other,79,0.44,0.45,0.45,8728.0,118.84,22.95,8.65,21.3,3.94,63.19,41.95,21.41,22.95,21.41,124.0,38.0,47.0,209.0,27.0,12.0,4.0,17.0,2.0,57.0,47.0,97.0,135.0,7.0,14.0,112.0,17.0,25.0,20.0,90.0,40.0,32.0,3.3,4.83,14.82,3.0,9.0,15.0,209.0,162.0,162.0,7.0,2.47,4.11,4.66,20.77,20.77,19.91,144.74,29.11,10.64,25.29,4.75,75.39,51.83,26.78,29.11,26.78,143.0,54.0,56.0,253.0,29.0,11.0,2.0,21.0,5.0,72.0,59.0,114.0,168.0,11.0,22.0,103.0,20.0,25.0,22.0,103.0,60.0,34.0,4.27,8.36,16.48,7.0,7.0,15.0,253.0,197.0,197.0,8.0,2.97,3.12,3.45,28.62,28.62,26.83
ANA,2022,ANA,ANA,Team Level,all,79,0.4,0.43,0.42,288083.0,2246.75,203.0,153.36,518.93,73.78,1217.47,915.46,193.98,201.03,192.09,2244.0,838.0,1014.0,4096.0,197.0,218.0,33.0,448.0,52.0,1008.0,1160.0,2047.0,2885.0,320.0,719.0,2135.0,1252.0,443.0,635.0,2269.0,628.0,185.0,64.11,76.5,62.39,67.0,71.0,59.0,4002.24,3082.0,3029.43,346.0,33.81,43.24,43.27,193.55,191.51,186.8,3027.12,306.26,217.15,686.8,100.44,1687.99,1202.37,291.38,311.4,296.29,3090.0,1111.0,1152.0,5353.0,322.0,327.0,31.0,589.0,99.0,1378.0,1486.0,2768.0,3879.0,280.0,645.0,2436.0,1393.0,536.0,683.0,2982.0,905.0,314.0,90.42,111.79,104.05,110.0,123.0,89.0,5514.99,4201.0,4303.98,306.0,47.82,65.58,65.62,288.45,293.07,284.78
ANA,2022,ANA,ANA,Team Level,5on5,79,0.4,0.43,0.42,235295.0,1746.74,142.67,112.19,419.63,57.12,934.81,725.58,137.21,140.7,135.33,1746.0,646.0,808.0,3200.0,136.0,170.0,24.0,371.0,45.0,746.0,925.0,1610.0,2256.0,285.0,646.0,1630.0,1185.0,369.0,537.0,1799.0,473.0,120.0,50.78,58.42,33.47,59.0,51.0,26.0,3106.24,2392.0,2339.43,306.0,23.2,31.91,31.74,134.13,132.08,129.95,2393.88,214.99,165.19,565.74,79.72,1336.56,976.79,206.0,220.14,210.91,2460.0,879.0,949.0,4288.0,219.0,261.0,23.0,484.0,82.0,1073.0,1220.0,2241.0,3120.0,246.0,576.0,1916.0,1309.0,452.0,582.0,2445.0,690.0,204.0,74.47,84.9,55.61,89.0,95.0,35.0,4449.99,3339.0,3441.98,272.0,34.13,51.48,51.78,197.34,201.96,197.68
ANA,2022,ANA,ANA,Team Level,4on5,79,0.07,0.1,0.11,23033.0,54.52,4.15,2.52,8.08,1.66,17.21,39.37,4.08,4.15,4.08,59.0,14.0,9.0,82.0,0.0,0.0,0.0,3.0,1.0,15.0,54.0,59.0,73.0,11.0,25.0,196.0,33.0,36.0,28.0,54.0,15.0,4.0,1.35,1.82,0.98,0.0,0.0,0.0,82.0,73.0,73.0,26.0,0.58,0.0,0.0,4.73,4.73,4.66,431.45,55.68,38.39,88.09,14.26,258.62,134.95,52.19,55.68,52.19,426.0,164.0,139.0,729.0,68.0,52.0,6.0,81.0,12.0,215.0,162.0,358.0,522.0,15.0,31.0,244.0,15.0,15.0,48.0,388.0,135.0,67.0,10.4,15.96,29.32,13.0,18.0,37.0,729.0,590.0,590.0,0.0,10.04,10.59,10.0,55.72,55.72,53.52
ANA,2022,ANA,ANA,Team Level,5on4,79,0.84,0.88,0.86,21027.0,326.65,33.24,30.01,69.92,11.05,202.25,108.54,31.28,33.24,31.28,315.0,140.0,150.0,605.0,34.0,36.0,5.0,57.0,4.0,190.0,134.0,281.0,421.0,17.0,34.0,197.0,17.0,13.0,50.0,326.0,100.0,29.0,8.68,11.42,13.12,5.0,11.0,18.0,605.0,455.0,455.0,7.0,7.57,7.21,6.87,33.93,33.93,32.29,57.04,6.48,2.93,7.68,1.7,17.42,38.8,6.42,6.48,6.42,61.0,14.0,8.0,83.0,6.0,3.0,0.0,3.0,0.0,18.0,45.0,55.0,69.0,8.0,16.0,173.0,49.0,44.0,31.0,46.0,20.0,9.0,1.27,2.58,2.63,1.0,3.0,2.0,83.0,75.0,75.0,26.0,0.68,0.39,0.39,6.76,6.76,6.75
TBL,2022,TBL,TBL,Team Level,other,80,0.56,0.54,0.56,10636.0,176.29,41.99,12.68,31.05,6.14,94.45,53.69,39.02,41.99,39.02,175.0,65.0,63.0,303.0,36.0,20.0,4.0,39.0,3.0,81.0,61.0,139.0,204.0,5.0,10.0,139.0,37.0,24.0,23.0,114.0,70.0,56.0,4.8,8.7,28.49,6.0,4.0,26.0,303.0,240.0,240.0,10.0,3.83,7.95,7.95,37.87,37.87,35.87,137.12,33.38,9.74,24.72,4.53,71.4,43.24,31.8,33.38,31.8,144.0,43.0,75.0,262.0,33.0,10.0,1.0,23.0,5.0,62.0,54.0,111.0,154.0,10.0,20.0,138.0,41.0,24.0,28.0,86.0,57.0,44.0,3.22,7.22,22.94,4.0,9.0,20.0,262.0,187.0,187.0,10.0,2.81,2.73,3.0,33.2,33.2,31.98
TBL,2022,TBL,TBL,Team Level,all,80,0.52,0.51,0.51,290766.0,2591.27,283.68,187.06,579.1,86.21,1434.64,1022.3,269.44,284.69,270.43,2541.0,1052.0,1180.0,4773.0,272.0,240.0,38.0,561.0,95.0,1209.0,1216.0,2269.0,3321.0,333.0,773.0,2298.0,1975.0,753.0,762.0,2430.0,877.0,286.0,74.56,106.45,102.68,68.0,104.0,100.0,4810.41,3593.0,3611.4,362.0,41.76,53.35,53.35,272.09,272.89,265.26,2486.02,265.4,179.38,566.89,82.75,1365.68,972.9,253.11,265.66,253.37,2526.0,907.0,1130.0,4563.0,248.0,235.0,26.0,516.0,83.0,1069.0,1282.0,2278.0,3185.0,345.0,814.0,2167.0,2189.0,814.0,567.0,2381.0,773.0,279.0,70.89,96.04,98.47,76.0,87.0,85.0,4557.95,3433.0,3435.03,260.0,39.87,50.06,50.49,254.77,255.29,248.95
TBL,2022,TBL,TBL,Team Level,5on5,80,0.51,0.51,0.51,233169.0,1984.51,184.98,138.55,467.94,66.33,1101.8,802.41,176.82,185.99,177.8,1939.0,823.0,946.0,3708.0,169.0,193.0,29.0,454.0,78.0,920.0,948.0,1770.0,2593.0,296.0,699.0,1744.0,1814.0,612.0,642.0,1959.0,635.0,168.0,60.52,77.73,46.73,53.0,73.0,43.0,3745.41,2762.0,2780.4,324.0,28.75,39.22,39.22,174.5,175.3,171.84,1906.83,176.28,130.89,454.8,63.41,1046.64,766.96,169.36,176.54,169.63,1943.0,696.0,874.0,3513.0,160.0,184.0,20.0,429.0,59.0,796.0,1011.0,1783.0,2479.0,302.0,726.0,1622.0,2014.0,670.0,466.0,1889.0,579.0,171.0,56.37,71.94,47.97,62.0,61.0,37.0,3507.96,2639.0,2641.03,232.0,27.13,37.73,37.46,165.96,166.46,163.62
TBL,2022,TBL,TBL,Team Level,4on5,80,0.14,0.14,0.17,23264.0,75.69,8.04,3.96,10.33,2.27,23.44,53.96,7.85,8.04,7.85,78.0,24.0,11.0,113.0,5.0,5.0,0.0,9.0,0.0,20.0,63.0,73.0,97.0,10.0,20.0,196.0,81.0,80.0,22.0,66.0,27.0,9.0,2.15,3.46,2.44,1.0,2.0,2.0,113.0,102.0,102.0,21.0,0.92,1.33,1.33,7.63,7.63,7.57,371.6,48.25,34.98,77.95,12.76,225.58,114.48,44.51,48.25,44.51,365.0,149.0,166.0,680.0,47.0,38.0,5.0,59.0,15.0,198.0,157.0,318.0,467.0,21.0,42.0,224.0,47.0,34.0,55.0,345.0,113.0,56.0,9.34,13.74,25.17,8.0,15.0,24.0,680.0,514.0,514.0,3.0,9.05,9.06,9.49,47.81,47.81,45.55
