team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MTL,2022,MTL,MTL,Team Level,other,80,0.38,0.48,0.47,9237.0,128.17,24.48,9.94,22.45,4.21,69.25,42.67,22.28,24.48,22.28,127.0,46.0,71.0,244.0,24.0,11.0,1.0,15.0,4.0,65.0,54.0,103.0,149.0,7.0,17.0,117.0,19.0,14.0,26.0,80.0,56.0,37.0,3.17,6.68,14.63,5.0,6.0,13.0,244.0,173.0,173.0,19.0,2.89,3.16,3.0,24.38,24.38,22.82,145.01,40.46,9.89,23.16,4.6,71.92,46.98,36.21,40.46,36.21,146.0,51.0,64.0,261.0,34.0,9.0,0.0,18.0,4.0,74.0,58.0,112.0,163.0,12.0,29.0,114.0,32.0,18.0,31.0,88.0,46.0,63.0,3.46,5.33,31.67,3.0,7.0,24.0,261.0,197.0,197.0,22.0,2.95,4.11,4.11,39.3,39.3,36.0
MTL,2022,MTL,MTL,Team Level,all,80,0.41,0.45,0.45,291217.0,2174.65,214.54,152.16,501.33,71.41,1177.44,867.13,205.48,213.23,204.24,2184.0,800.0,1119.0,4103.0,221.0,195.0,35.0,470.0,51.0,937.0,1110.0,1963.0,2763.0,317.0,740.0,2141.0,1569.0,501.0,990.0,2116.0,632.0,236.0,61.8,78.03,74.7,68.0,87.0,66.0,4055.1,2984.0,2958.59,729.0,33.74,41.74,41.85,206.43,205.46,200.99,2696.17,306.0,195.31,612.63,89.62,1464.88,1033.54,287.76,308.93,290.61,2697.0,1005.0,1372.0,5074.0,296.0,274.0,44.0,542.0,68.0,1261.0,1261.0,2401.0,3406.0,289.0,667.0,2253.0,1591.0,587.0,878.0,2535.0,797.0,370.0,77.28,99.34,129.39,69.0,114.0,113.0,5165.38,3702.0,3752.97,645.0,43.69,64.26,64.32,285.37,288.05,277.78
MTL,2022,MTL,MTL,Team Level,5on5,80,0.44,0.45,0.46,234093.0,1722.61,153.55,114.16,410.14,56.28,932.19,702.67,148.3,152.25,147.06,1727.0,642.0,900.0,3269.0,160.0,149.0,30.0,399.0,34.0,743.0,884.0,1567.0,2209.0,279.0,658.0,1636.0,1450.0,422.0,852.0,1733.0,484.0,152.0,50.52,60.27,42.76,60.0,69.0,31.0,3221.1,2369.0,2343.59,631.0,23.7,33.33,33.61,143.65,142.69,140.69,2063.18,197.66,142.7,493.7,68.55,1114.65,816.74,189.23,200.6,192.09,2051.0,783.0,1085.0,3919.0,192.0,214.0,30.0,445.0,51.0,920.0,1012.0,1859.0,2642.0,256.0,598.0,1721.0,1478.0,488.0,760.0,2001.0,607.0,226.0,61.1,76.41,60.15,58.0,88.0,46.0,4010.38,2834.0,2884.97,571.0,29.71,44.92,44.98,182.39,185.07,181.62
MTL,2022,MTL,MTL,Team Level,4on5,80,0.09,0.11,0.12,24610.0,58.21,6.02,3.49,9.29,1.97,19.51,38.72,5.88,6.02,5.88,64.0,15.0,17.0,96.0,5.0,2.0,0.0,4.0,2.0,16.0,50.0,59.0,74.0,12.0,29.0,207.0,66.0,56.0,76.0,52.0,21.0,6.0,1.57,2.75,1.7,0.0,3.0,2.0,96.0,79.0,79.0,75.0,0.8,0.39,0.39,6.43,6.43,6.38,428.79,60.77,39.22,86.7,14.42,258.35,130.53,55.32,60.77,55.32,429.0,161.0,216.0,806.0,68.0,48.0,14.0,67.0,13.0,251.0,143.0,361.0,522.0,13.0,24.0,239.0,26.0,22.0,44.0,395.0,125.0,70.0,11.22,15.03,34.52,8.0,19.0,41.0,806.0,590.0,590.0,9.0,10.22,14.58,14.58,56.42,56.42,52.94
MTL,2022,MTL,MTL,Team Level,5on4,80,0.81,0.85,0.82,23277.0,265.66,30.48,24.58,59.46,8.94,156.49,83.05,29.01,30.48,29.01,266.0,97.0,131.0,494.0,32.0,33.0,4.0,52.0,11.0,113.0,122.0,234.0,331.0,19.0,36.0,181.0,34.0,9.0,36.0,251.0,71.0,41.0,6.55,8.33,15.61,3.0,9.0,20.0,494.0,363.0,363.0,4.0,6.34,4.86,4.86,31.97,31.97,31.09,59.2,7.1,3.51,9.08,2.06,19.96,39.3,7.0,7.1,7.0,71.0,10.0,7.0,88.0,2.0,3.0,0.0,12.0,0.0,16.0,48.0,69.0,79.0,8.0,16.0,179.0,55.0,59.0,43.0,51.0,19.0,11.0,1.5,2.56,3.05,0.0,0.0,2.0,88.0,81.0,81.0,43.0,0.8,0.66,0.66,7.25,7.25,7.21
CBJ,2022,CBJ,CBJ,Team Level,other,79,0.51,0.51,0.5,9426.0,149.14,31.73,12.25,26.38,5.2,82.91,42.52,27.09,31.73,27.09,143.0,58.0,57.0,258.0,26.0,19.0,2.0,21.0,5.0,83.0,47.0,117.0,175.0,6.0,12.0,117.0,17.0,18.0,20.0,91.0,64.0,46.0,3.31,7.94,20.48,5.0,10.0,11.0,258.0,201.0,201.0,5.0,3.55,7.06,7.06,28.23,28.23,25.43,142.73,30.54,10.31,24.47,4.78,80.85,47.05,29.1,30.54,29.1,136.0,62.0,51.0,249.0,37.0,8.0,4.0,24.0,3.0,69.0,57.0,99.0,161.0,4.0,8.0,116.0,19.0,11.0,13.0,104.0,52.0,42.0,3.94,6.43,20.16,6.0,7.0,24.0,249.0,198.0,198.0,5.0,3.04,2.39,2.39,31.18,31.18,29.9
CBJ,2022,CBJ,CBJ,Team Level,all,79,0.44,0.46,0.45,286876.0,2365.08,226.24,165.37,540.1,78.34,1293.75,940.2,215.36,224.61,213.84,2304.0,940.0,1132.0,4376.0,205.0,214.0,26.0,522.0,77.0,1052.0,1174.0,2099.0,3039.0,270.0,590.0,2254.0,1828.0,515.0,537.0,2347.0,675.0,222.0,68.97,81.85,75.43,72.0,80.0,53.0,4302.64,3244.0,3201.42,268.0,36.69,44.64,44.7,218.23,216.61,210.52,2854.96,285.96,202.41,654.3,94.1,1573.18,1116.03,273.39,290.11,277.41,2795.0,1131.0,1304.0,5230.0,318.0,277.0,50.0,649.0,90.0,1277.0,1315.0,2477.0,3608.0,253.0,554.0,2380.0,1391.0,548.0,554.0,2802.0,823.0,301.0,82.34,101.69,101.92,110.0,111.0,97.0,5370.93,3926.0,4009.24,259.0,44.64,59.37,59.37,271.23,275.13,268.13
CBJ,2022,CBJ,CBJ,Team Level,5on5,79,0.43,0.45,0.44,235546.0,1830.63,156.0,121.38,437.81,60.66,988.9,746.24,150.89,154.37,149.38,1785.0,726.0,936.0,3447.0,138.0,164.0,20.0,416.0,61.0,792.0,940.0,1647.0,2373.0,232.0,514.0,1751.0,1715.0,449.0,458.0,1868.0,512.0,131.0,56.92,62.3,36.79,57.0,60.0,21.0,3373.64,2511.0,2468.42,247.0,25.09,31.87,31.93,149.17,147.54,145.21,2274.88,203.82,154.46,544.9,74.81,1248.42,907.59,195.67,207.98,199.68,2234.0,900.0,1101.0,4235.0,224.0,228.0,41.0,540.0,78.0,999.0,1065.0,2010.0,2910.0,222.0,492.0,1878.0,1315.0,459.0,467.0,2295.0,638.0,201.0,67.93,78.89,57.0,94.0,87.0,43.0,4375.93,3134.0,3217.24,231.0,31.99,47.99,47.99,187.83,191.73,188.07
CBJ,2022,CBJ,CBJ,Team Level,4on5,79,0.13,0.14,0.15,21330.0,65.85,6.32,3.48,8.65,1.95,20.85,46.75,6.23,6.32,6.23,71.0,17.0,16.0,104.0,4.0,0.0,0.0,11.0,2.0,16.0,55.0,67.0,84.0,13.0,26.0,183.0,69.0,37.0,17.0,60.0,20.0,8.0,1.65,2.42,2.24,0.0,2.0,2.0,104.0,88.0,88.0,13.0,0.8,0.0,0.0,7.13,7.13,7.02,365.91,43.47,33.93,75.68,12.33,222.33,113.26,40.67,43.47,40.67,350.0,151.0,140.0,641.0,49.0,38.0,5.0,81.0,7.0,195.0,131.0,301.0,452.0,19.0,38.0,212.0,17.0,14.0,51.0,346.0,108.0,47.0,8.77,13.13,21.58,8.0,14.0,27.0,641.0,501.0,501.0,3.0,8.77,8.17,8.17,44.07,44.07,42.12
CBJ,2022,CBJ,CBJ,Team Level,5on4,79,0.8,0.84,0.83,20574.0,319.46,32.19,28.24,67.26,10.53,201.09,104.69,31.16,32.19,31.16,305.0,139.0,123.0,567.0,37.0,31.0,4.0,74.0,9.0,161.0,132.0,268.0,407.0,19.0,38.0,203.0,27.0,11.0,42.0,328.0,79.0,37.0,7.08,9.19,15.92,10.0,8.0,19.0,567.0,444.0,444.0,3.0,7.25,5.71,5.71,33.71,33.71,32.87,71.43,8.12,3.72,9.25,2.19,21.57,48.14,7.95,8.12,7.95,75.0,18.0,12.0,105.0,8.0,3.0,0.0,4.0,2.0,14.0,62.0,67.0,85.0,8.0,16.0,174.0,40.0,64.0,23.0,57.0,25.0,11.0,1.71,3.23,3.18,2.0,3.0,3.0,105.0,93.0,93.0,20.0,0.85,0.82,0.82,8.15,8.15,8.05
NYR,2022,NYR,NYR,Team Level,other,80,0.56,0.54,0.55,9338.0,152.21,35.97,11.05,26.62,5.26,83.78,48.32,34.08,35.97,34.08,136.0,75.0,71.0,282.0,38.0,11.0,1.0,8.0,5.0,93.0,56.0,98.0,173.0,10.0,20.0,132.0,22.0,24.0,24.0,102.0,62.0,47.0,4.01,7.52,24.42,6.0,6.0,26.0,282.0,211.0,211.0,6.0,3.3,2.37,2.37,36.89,36.89,35.17,130.83,28.78,9.69,22.69,4.41,66.99,41.44,26.17,28.78,26.17,127.0,47.0,64.0,238.0,25.0,11.0,3.0,22.0,1.0,61.0,54.0,102.0,149.0,6.0,12.0,105.0,24.0,14.0,20.0,71.0,62.0,41.0,2.55,7.46,18.77,2.0,10.0,13.0,238.0,174.0,174.0,7.0,2.88,4.71,4.71,26.94,26.94,25.13
NYR,2022,NYR,NYR,Team Level,all,80,0.51,0.51,0.52,291900.0,2567.86,251.38,182.54,581.95,84.76,1430.1,1024.28,241.44,253.8,243.75,2531.0,1024.0,1157.0,4712.0,269.0,206.0,22.0,403.0,62.0,1360.0,1255.0,2262.0,3286.0,260.0,601.0,2137.0,1953.0,651.0,837.0,2584.0,742.0,229.0,78.33,89.86,83.2,90.0,100.0,79.0,4769.11,3555.0,3589.01,414.0,40.74,38.26,38.26,253.87,256.21,249.5,2387.96,240.62,165.46,554.15,78.89,1287.53,937.42,227.78,239.56,226.91,2345.0,920.0,1180.0,4445.0,211.0,217.0,32.0,346.0,42.0,1196.0,1254.0,2134.0,3054.0,282.0,655.0,2218.0,1713.0,568.0,792.0,2315.0,693.0,257.0,67.56,86.04,87.02,74.0,71.0,66.0,4413.48,3265.0,3252.61,389.0,36.54,49.64,50.02,227.14,226.36,220.32
NYR,2022,NYR,NYR,Team Level,5on5,80,0.48,0.5,0.5,238960.0,1924.23,158.5,128.6,457.7,62.98,1063.0,789.22,153.78,160.91,156.1,1922.0,738.0,925.0,3585.0,178.0,147.0,17.0,328.0,46.0,989.0,972.0,1744.0,2482.0,222.0,522.0,1629.0,1863.0,536.0,722.0,1997.0,539.0,124.0,60.31,64.84,33.37,68.0,80.0,30.0,3642.11,2660.0,2694.01,380.0,26.6,27.46,27.54,157.56,159.9,157.37,1924.11,168.69,128.17,466.62,63.62,1033.79,769.18,161.19,167.64,160.31,1888.0,743.0,977.0,3608.0,148.0,170.0,23.0,286.0,37.0,969.0,1022.0,1740.0,2483.0,251.0,590.0,1738.0,1618.0,498.0,660.0,1924.0,544.0,163.0,57.35,67.75,43.59,70.0,48.0,30.0,3576.48,2631.0,2618.61,350.0,26.6,33.87,34.25,161.04,160.26,157.4
NYR,2022,NYR,NYR,Team Level,4on5,80,0.16,0.19,0.21,20714.0,76.26,7.35,3.95,10.94,2.25,23.45,53.06,7.32,7.35,7.32,73.0,28.0,16.0,117.0,6.0,3.0,0.0,6.0,1.0,17.0,68.0,67.0,95.0,10.0,20.0,142.0,48.0,68.0,22.0,71.0,21.0,9.0,2.48,2.48,2.39,2.0,2.0,2.0,117.0,101.0,101.0,18.0,0.92,0.37,0.37,7.9,7.9,7.87,278.86,38.42,25.04,56.35,9.16,169.53,89.5,35.76,38.42,35.76,271.0,117.0,125.0,513.0,34.0,33.0,6.0,36.0,4.0,153.0,128.0,237.0,354.0,16.0,32.0,193.0,22.0,17.0,86.0,268.0,72.0,48.0,6.49,8.84,23.09,2.0,11.0,21.0,513.0,388.0,388.0,9.0,6.46,10.02,10.02,34.87,34.87,33.51
NYR,2022,NYR,NYR,Team Level,5on4,80,0.91,0.89,0.89,22888.0,415.16,49.57,38.94,86.68,14.27,259.87,133.69,46.25,49.57,46.25,400.0,183.0,145.0,728.0,47.0,45.0,4.0,61.0,10.0,261.0,159.0,353.0,536.0,18.0,39.0,234.0,20.0,23.0,69.0,414.0,120.0,49.0,11.53,15.01,23.02,14.0,12.0,21.0,728.0,583.0,583.0,10.0,9.94,8.06,7.98,51.52,51.52,49.08,54.15,4.74,2.55,8.5,1.69,17.22,37.31,4.67,4.74,4.67,59.0,13.0,14.0,86.0,4.0,3.0,0.0,2.0,0.0,13.0,50.0,55.0,68.0,9.0,21.0,182.0,49.0,39.0,26.0,52.0,15.0,5.0,1.18,1.99,1.57,0.0,2.0,2.0,86.0,72.0,72.0,23.0,0.59,1.04,1.04,4.29,4.29,4.27
NYI,2022,NYI,NYI,Team Level,other,80,0.46,0.48,0.49,9495.0,132.0,26.88,9.57,23.95,4.4,73.01,44.19,25.5,26.88,25.5,131.0,51.0,68.0,250.0,31.0,14.0,3.0,25.0,5.0,51.0,56.0,100.0,151.0,4.0,6.0,112.0,24.0,19.0,23.0,91.0,55.0,36.0,3.79,6.81,16.28,6.0,6.0,19.0,250.0,182.0,182.0,6.0,2.77,3.94,3.94,25.72,25.72,24.67,134.99,31.03,10.0,23.14,4.6,74.66,42.57,29.42,31.03,29.42,126.0,60.0,83.0,269.0,30.0,13.0,2.0,17.0,5.0,71.0,50.0,96.0,156.0,7.0,14.0,111.0,27.0,16.0,25.0,86.0,56.0,44.0,3.31,7.14,20.58,2.0,10.0,18.0,269.0,186.0,186.0,12.0,2.85,4.33,4.75,29.13,29.13,28.04
NYI,2022,NYI,NYI,Team Level,all,80,0.5,0.49,0.49,291195.0,2453.59,249.36,173.99,585.09,83.99,1363.25,964.33,236.09,249.76,236.52,2450.0,970.0,1277.0,4697.0,236.0,274.0,30.0,480.0,70.0,1158.0,1202.0,2214.0,3184.0,265.0,582.0,2227.0,2106.0,513.0,743.0,2462.0,679.0,279.0,71.76,84.19,93.41,92.0,80.0,64.0,4708.65,3420.0,3426.96,371.0,38.35,58.37,58.38,229.32,229.59,222.48,2580.42,252.83,182.22,605.52,86.76,1403.61,1021.06,240.28,253.39,240.81,2501.0,1051.0,1291.0,4843.0,210.0,280.0,31.0,443.0,87.0,1182.0,1350.0,2291.0,3342.0,262.0,577.0,2109.0,1713.0,485.0,839.0,2593.0,672.0,287.0,74.62,84.8,93.41,66.0,81.0,63.0,4846.47,3552.0,3556.76,437.0,40.27,59.18,59.18,233.93,233.99,227.8
NYI,2022,NYI,NYI,Team Level,5on5,80,0.5,0.49,0.49,238883.0,1961.28,176.54,133.98,487.3,67.74,1079.35,791.1,168.63,176.95,169.07,1953.0,783.0,1039.0,3775.0,172.0,222.0,21.0,390.0,56.0,923.0,973.0,1781.0,2564.0,236.0,518.0,1726.0,2009.0,441.0,623.0,2011.0,537.0,188.0,57.88,67.01,51.65,76.0,69.0,27.0,3786.65,2736.0,2742.96,336.0,27.82,42.7,42.71,161.66,161.93,158.54,2060.02,179.1,136.71,502.65,68.86,1118.49,835.2,171.18,179.65,171.71,1976.0,865.0,1026.0,3867.0,141.0,212.0,23.0,364.0,74.0,938.0,1112.0,1835.0,2700.0,233.0,513.0,1638.0,1605.0,419.0,724.0,2139.0,514.0,188.0,61.67,64.77,52.67,55.0,56.0,30.0,3870.47,2841.0,2845.76,387.0,28.3,44.2,44.29,163.11,163.17,159.91
NYI,2022,NYI,NYI,Team Level,4on5,80,0.12,0.1,0.12,21256.0,43.86,4.74,2.3,6.21,1.43,14.09,30.22,4.65,4.74,4.65,48.0,11.0,12.0,71.0,3.0,3.0,0.0,4.0,0.0,12.0,37.0,45.0,56.0,12.0,29.0,167.0,49.0,38.0,27.0,40.0,11.0,8.0,1.21,1.3,2.23,1.0,0.0,2.0,71.0,59.0,59.0,22.0,0.52,0.5,0.5,4.76,4.76,4.73,321.39,36.52,32.22,69.94,11.12,189.89,99.3,33.65,36.52,33.65,324.0,115.0,174.0,613.0,33.0,51.0,6.0,56.0,7.0,158.0,134.0,291.0,406.0,15.0,33.0,201.0,17.0,14.0,55.0,308.0,84.0,47.0,8.1,10.4,18.02,8.0,12.0,13.0,613.0,439.0,439.0,8.0,8.35,10.21,9.7,35.18,35.18,33.44
NYI,2022,NYI,NYI,Team Level,5on4,80,0.87,0.86,0.84,21561.0,316.45,41.19,28.15,67.62,10.43,196.79,98.82,37.31,41.19,37.31,318.0,125.0,158.0,601.0,30.0,35.0,6.0,61.0,9.0,172.0,136.0,288.0,413.0,13.0,29.0,222.0,24.0,15.0,70.0,320.0,76.0,47.0,8.88,9.06,23.25,9.0,5.0,16.0,601.0,443.0,443.0,7.0,7.22,11.23,11.23,37.18,37.18,34.54,64.01,6.18,3.28,9.79,2.17,20.58,44.0,6.03,6.18,6.03,75.0,11.0,8.0,94.0,6.0,4.0,0.0,6.0,1.0,15.0,54.0,69.0,80.0,7.0,17.0,159.0,64.0,36.0,35.0,60.0,18.0,8.0,1.55,2.49,2.15,1.0,3.0,2.0,94.0,86.0,86.0,30.0,0.77,0.43,0.43,6.51,6.51,6.4
BOS,2022,BOS,BOS,Team Level,other,79,0.52,0.45,0.44,12420.0,154.33,36.36,11.38,25.94,5.09,78.89,52.34,34.62,36.36,34.62,154.0,56.0,65.0,275.0,38.0,13.0,4.0,23.0,5.0,63.0,68.0,116.0,172.0,14.0,28.0,161.0,40.0,26.0,28.0,86.0,75.0,49.0,3.89,9.41,23.06,10.0,6.0,22.0,275.0,210.0,210.0,11.0,3.32,3.65,3.65,36.04,36.04,34.83,190.4,33.68,14.9,35.79,6.64,109.51,62.48,29.4,33.68,29.4,183.0,80.0,77.0,340.0,18.0,23.0,4.0,38.0,9.0,95.0,80.0,165.0,245.0,14.0,28.0,140.0,40.0,34.0,23.0,145.0,76.0,42.0,5.52,9.38,18.78,1.0,7.0,10.0,340.0,263.0,263.0,7.0,4.48,7.02,7.02,31.14,31.14,28.9
BOS,2022,BOS,BOS,Team Level,all,79,0.54,0.51,0.52,288165.0,2582.9,274.86,184.51,579.68,84.42,1376.52,1006.08,264.75,277.8,267.66,2605.0,902.0,1133.0,4640.0,286.0,224.0,43.0,573.0,90.0,1040.0,1294.0,2319.0,3221.0,335.0,759.0,2447.0,1871.0,547.0,736.0,2391.0,838.0,278.0,74.44,105.5,94.91,101.0,98.0,87.0,4741.41,3507.0,3574.02,300.0,41.22,49.22,49.32,266.76,269.79,263.68,2394.99,232.88,169.57,549.85,78.84,1306.78,947.13,221.51,230.46,219.23,2349.0,937.0,1117.0,4403.0,165.0,219.0,19.0,573.0,84.0,1022.0,1223.0,2184.0,3121.0,329.0,744.0,2067.0,2043.0,735.0,814.0,2346.0,694.0,246.0,66.29,85.32,81.28,46.0,62.0,57.0,4319.16,3286.0,3236.12,393.0,38.14,47.33,47.47,223.5,221.49,215.71
BOS,2022,BOS,BOS,Team Level,5on5,79,0.54,0.51,0.52,225979.0,1968.66,180.93,134.4,462.43,63.93,1049.57,779.81,175.38,183.88,178.28,1975.0,697.0,859.0,3531.0,188.0,171.0,30.0,462.0,75.0,769.0,1007.0,1787.0,2484.0,279.0,645.0,1781.0,1701.0,441.0,588.0,1897.0,612.0,163.0,58.86,76.9,45.17,84.0,71.0,33.0,3632.41,2672.0,2739.02,256.0,27.95,35.74,35.84,173.04,176.08,173.49,1814.89,155.25,120.78,437.12,59.7,980.68,735.53,149.66,152.83,147.38,1784.0,706.0,896.0,3386.0,108.0,166.0,11.0,454.0,66.0,745.0,951.0,1676.0,2382.0,287.0,658.0,1537.0,1859.0,616.0,673.0,1835.0,501.0,154.0,51.71,61.4,42.14,39.0,44.0,25.0,3302.16,2490.0,2440.12,345.0,25.04,33.51,33.66,146.56,144.55,142.13
BOS,2022,BOS,BOS,Team Level,4on5,79,0.19,0.19,0.2,25783.0,82.13,8.5,4.4,11.52,2.46,26.36,56.75,8.35,8.5,8.35,92.0,18.0,27.0,137.0,6.0,5.0,0.0,9.0,0.0,20.0,70.0,86.0,104.0,17.0,36.0,225.0,98.0,64.0,32.0,73.0,28.0,9.0,2.44,3.75,2.3,2.0,3.0,1.0,137.0,110.0,110.0,26.0,1.0,0.79,0.79,8.71,8.71,8.6,320.19,36.63,30.11,67.82,10.41,195.22,101.82,35.29,36.63,35.29,303.0,139.0,131.0,573.0,33.0,29.0,4.0,73.0,9.0,172.0,126.0,270.0,409.0,18.0,36.0,217.0,46.0,21.0,86.0,310.0,94.0,38.0,7.62,11.77,17.23,5.0,10.0,18.0,573.0,442.0,442.0,10.0,7.78,6.52,6.52,37.88,37.88,36.89
BOS,2022,BOS,BOS,Team Level,5on4,79,0.87,0.87,0.85,23983.0,377.77,49.06,34.32,79.79,12.93,221.71,117.19,46.41,49.06,46.41,384.0,131.0,182.0,697.0,54.0,35.0,9.0,79.0,10.0,188.0,149.0,330.0,461.0,25.0,50.0,280.0,32.0,16.0,88.0,335.0,123.0,57.0,9.23,15.45,24.38,5.0,18.0,31.0,697.0,515.0,515.0,7.0,8.93,9.04,9.04,48.96,48.96,46.77,69.5,7.32,3.78,9.12,2.08,21.39,47.3,7.17,7.32,7.17,79.0,12.0,13.0,104.0,6.0,1.0,0.0,8.0,0.0,10.0,66.0,73.0,85.0,10.0,22.0,173.0,98.0,64.0,32.0,56.0,23.0,12.0,1.44,2.76,3.13,1.0,1.0,4.0,104.0,91.0,91.0,31.0,0.86,0.27,0.27,7.92,7.92,7.78
NSH,2022,NSH,NSH,Team Level,other,79,0.51,0.53,0.56,11017.0,184.03,38.32,14.05,32.68,6.03,103.17,61.73,33.98,38.32,33.98,180.0,76.0,68.0,324.0,32.0,18.0,4.0,37.0,9.0,80.0,80.0,148.0,224.0,4.0,11.0,139.0,40.0,23.0,20.0,137.0,71.0,48.0,6.06,8.45,23.82,8.0,6.0,18.0,324.0,256.0,256.0,7.0,4.1,7.07,7.07,35.36,35.36,32.45,149.58,36.5,10.3,24.46,5.07,78.7,49.96,31.47,36.5,31.47,139.0,66.0,79.0,284.0,33.0,9.0,3.0,15.0,10.0,74.0,64.0,106.0,172.0,8.0,16.0,117.0,38.0,25.0,21.0,94.0,65.0,46.0,4.04,8.0,24.45,7.0,9.0,17.0,284.0,205.0,205.0,8.0,3.01,2.98,2.98,36.53,36.53,32.72
NSH,2022,NSH,NSH,Team Level,all,79,0.47,0.48,0.47,288157.0,2396.53,258.31,175.18,540.99,80.12,1338.4,940.0,243.42,259.17,244.26,2338.0,995.0,1188.0,4521.0,214.0,233.0,43.0,519.0,79.0,1094.0,1195.0,2124.0,3119.0,307.0,721.0,2273.0,2196.0,558.0,653.0,2322.0,735.0,276.0,73.95,90.65,93.7,71.0,60.0,83.0,4538.71,3333.0,3348.16,362.0,39.18,54.11,54.11,243.38,244.16,235.87,2679.42,287.1,192.24,598.79,89.67,1479.25,1048.95,271.67,288.07,272.59,2627.0,1069.0,1265.0,4961.0,227.0,261.0,27.0,568.0,73.0,1179.0,1388.0,2400.0,3469.0,286.0,662.0,2079.0,1882.0,609.0,696.0,2557.0,836.0,303.0,79.59,102.21,105.31,60.0,93.0,74.0,4962.98,3696.0,3692.58,381.0,42.65,55.36,55.36,274.4,274.86,265.49
NSH,2022,NSH,NSH,Team Level,5on5,79,0.48,0.48,0.47,229062.0,1822.91,174.3,126.23,432.15,60.8,1006.73,727.79,166.35,175.17,167.19,1778.0,750.0,948.0,3476.0,140.0,183.0,35.0,411.0,61.0,823.0,911.0,1638.0,2388.0,279.0,662.0,1735.0,2057.0,457.0,539.0,1817.0,537.0,174.0,57.79,66.77,49.75,54.0,44.0,42.0,3493.71,2528.0,2543.16,324.0,26.26,41.11,41.85,158.72,159.5,156.35,2056.63,191.43,140.71,482.77,68.4,1135.43,825.27,184.37,192.39,185.28,2005.0,839.0,990.0,3834.0,144.0,194.0,17.0,467.0,46.0,886.0,1107.0,1861.0,2700.0,261.0,612.0,1540.0,1754.0,505.0,552.0,2028.0,635.0,181.0,64.07,77.77,49.59,47.0,65.0,32.0,3835.98,2844.0,2840.58,330.0,29.15,39.15,39.25,181.32,181.78,178.29
